"Sheet","Context","Crop_Category","Crop_Group","Crop","Nutrient","Nutrient_Normalized","Nutrient_Type","Item","Detail","Source_URL"
"Tissue test levels","","","","","Calcium","Calcium","Macro","Normal healthy foliar concentration","0.3 to 0.6 %","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","","","Copper","Copper","Micro","Normal healthy foliar concentration","10 to 20 ppm","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","","","Magnesium","Magnesium","Macro","Normal healthy foliar concentration","0.2 to 0.4 %","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","","","Boron","Boron","Micro","Normal healthy foliar concentration","5 to 15 ppm","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","","","Sulphur","Sulphur","Macro","Normal healthy foliar concentration","0.2 to 0.3 %","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","","","Molybdenum","Molybdenum","Micro","Normal healthy foliar concentration","0.5 to 5.0 ppm","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Cereals","","Nitrogen","Nitrogen","Macro","Plant part to sample","Stem/Midrib","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Cereals","","Phosphorus","Phosphorus","Macro","Plant part to sample","Leaf blade","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Cereals","","Potassium","Potassium","Macro","Plant part to sample","Leaf blade","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Cereals","","Calcium","Calcium","Macro","Plant part to sample","Leaf lamina","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Cereals","","Magnesium","Magnesium","Macro","Plant part to sample","Leaf lamina","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Cereals","","Sulphur","Sulphur","Macro","Plant part to sample","Leaf blade","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Pulses","","Nitrogen","Nitrogen","Macro","Plant part to sample","Petiole","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Pulses","","Phosphorus","Phosphorus","Macro","Plant part to sample","Leaf blade","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Pulses","","Potassium","Potassium","Macro","Plant part to sample","Leaf blade","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Pulses","","Calcium","Calcium","Macro","Plant part to sample","Leaf lamina","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Pulses","","Magnesium","Magnesium","Macro","Plant part to sample","Leaf lamina","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Pulses","","Sulphur","Sulphur","Macro","Plant part to sample","Leaf blade","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Oil seeds","","Nitrogen","Nitrogen","Macro","Plant part to sample","Petiole","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Oil seeds","","Phosphorus","Phosphorus","Macro","Plant part to sample","Leaf blade","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Oil seeds","","Potassium","Potassium","Macro","Plant part to sample","Leaf blade","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Oil seeds","","Calcium","Calcium","Macro","Plant part to sample","Leaf lamina","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Oil seeds","","Magnesium","Magnesium","Macro","Plant part to sample","Leaf lamina","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Oil seeds","","Sulphur","Sulphur","Macro","Plant part to sample","Leaf blade","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Cotton","","Nitrogen","Nitrogen","Macro","Plant part to sample","Petiole","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Cotton","","Phosphorus","Phosphorus","Macro","Plant part to sample","Petiole","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Cotton","","Potassium","Potassium","Macro","Plant part to sample","Petiole","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Cotton","","Calcium","Calcium","Macro","Plant part to sample","Petiole","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Cotton","","Magnesium","Magnesium","Macro","Plant part to sample","Petiole","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Cotton","","Sulphur","Sulphur","Macro","Plant part to sample","Petiole","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Banana","","Nitrogen","Nitrogen","Macro","Plant part to sample","Leaf lamina","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Banana","","Phosphorus","Phosphorus","Macro","Plant part to sample","Leaf lamina","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Banana","","Potassium","Potassium","Macro","Plant part to sample","Leaf lamina","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Banana","","Calcium","Calcium","Macro","Plant part to sample","Leaf lamina","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Banana","","Magnesium","Magnesium","Macro","Plant part to sample","Leaf lamina","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Banana","","Sulphur","Sulphur","Macro","Plant part to sample","Leaf lamina","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Papaya","","Nitrogen","Nitrogen","Macro","Plant part to sample","Petiole","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Papaya","","Phosphorus","Phosphorus","Macro","Plant part to sample","Petiole","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Papaya","","Potassium","Potassium","Macro","Plant part to sample","Petiole","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Papaya","","Calcium","Calcium","Macro","Plant part to sample","Petiole","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Papaya","","Magnesium","Magnesium","Macro","Plant part to sample","Petiole","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Papaya","","Sulphur","Sulphur","Macro","Plant part to sample","Petiole","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Vegetables","","Nitrogen","Nitrogen","Macro","Plant part to sample","Petiole, Leaf blade","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Vegetables","","Phosphorus","Phosphorus","Macro","Plant part to sample","Petiole Leaf blade","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Vegetables","","Potassium","Potassium","Macro","Plant part to sample","Petiole, Leaf blade","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Vegetables","","Calcium","Calcium","Macro","Plant part to sample","Petiole, Leaf blade","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Vegetables","","Magnesium","Magnesium","Macro","Plant part to sample","Petiole, Leaf blade","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Tissue test levels","","","Vegetables","","Sulphur","Sulphur","Macro","Plant part to sample","Petiole, Leaf blade","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_rapidtissuetest.html"
"Plant sampling procedures","","","Field crops","Maize*","","","","Tissue sampling procedure","Stage of growth: Seedling stage (less than 30 cm) | Part to sample: All the above ground portion | Number of plants: 20-30","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Field crops","Maize*","","","","Tissue sampling procedure","Stage of growth: Prior to tasseling | Part to sample: The entire leaf blade fully developed below the whorl | Number of plants: 15-25","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Field crops","Maize*","","","","Tissue sampling procedure","Stage of growth: From tasseling and shooting to silking | Part to sample: The entire leaf blade at the ear node (or immediately above or below it) | Number of plants: 15-25 | Note: * Sampling after silking occurs is not recommended","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Field crops","Soybeans or Other Beans*","","","","Tissue sampling procedure","Stage of growth: Seedling stage (less than 30 cm) | Part to sample: All the above ground portion | Number of plants: 20-30","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Field crops","Soybeans or Other Beans*","","","","Tissue sampling procedure","Stage of growth: Prior to or during initial flowering | Part to sample: The leaflets on 2 or 3 fully developed leaves at the top of the plant | Number of plants: 20-30 | Note: * Sampling after pods begin to set not recommended.","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Field crops","Small Grains (including rice)*","","","","Tissue sampling procedure","Stage of growth: Seedling stage (less than 30 cm) | Part to sample: All the above ground portion | Number of plants: 50-100 | Note: * Sampling after pods begin to set not recommended.","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Field crops","Hay Pasture, or Forage Grasses","","","","Tissue sampling procedure","Stage of growth: Prior to seed head emergence or at the optimum stage for best quality forage | Part to sample: The 4 uppermost leaf blades | Number of plants: 40-50","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Field crops","Alfalfa","","","","Tissue sampling procedure","Stage of growth: Prior to or at 1/10 bloom stage | Part to sample: Mature leaf blades taken about 1/3 of the way down the plant | Number of plants: 40-50","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Field crops","Clover and Other Legumes","","","","Tissue sampling procedure","Stage of growth: Prior to bloom | Part to sample: Mature leaf blades taken about 1/3 of the way down from top of the plant | Number of plants: 40-50","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Field crops","Cotton","","","","Tissue sampling procedure","Stage of growth: Prior to or at first bloom or when first squares appear | Part to sample: Youngest fully mature leaf blades on main stem. | Number of plants: 30-40","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Field crops","Tobacco","","","","Tissue sampling procedure","Stage of growth: Before bloom | Part to sample: Uppermost fully developed leaf blade | Number of plants: 8-12","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Field crops","Sorghum","","","","Tissue sampling procedure","Stage of growth: Prior to or at bloom stage | Part to sample: Leaflets of mature leaves from both the main stem and either cotyledon lateral branch | Number of plants: 15-25","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Field crops","Peanuts (Groundnuts)","","","","Tissue sampling procedure","Stage of growth: Prior to or at bloom stage | Part to sample: Leaflets of mature leaves from both the main stem and either cotyledon lateral branch | Number of plants: 40-50","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Potato","","","","Tissue sampling procedure","Stage of growth: Early growth (35-40 days after planting) | Part to sample: Fourth to sixth leaf from growing tip | Number of plants: 20-30","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Tomato","","","","Tissue sampling procedure","Stage of growth: Early bloom | Part to sample: Fourth to sixth leaf from growing tip | Number of plants: 20-25","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Chilli and Sweet pepper","","","","Tissue sampling procedure","Stage of growth: Early fruit set | Part to sample: Young mature leaves | Number of plants: 20-25","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Cauliflower","","","","Tissue sampling procedure","Stage of growth: Button stage of curd | Part to sample: Young mature outside leaves | Number of plants: 10-20","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Cabbage","","","","Tissue sampling procedure","Stage of growth: Prior to heading | Part to sample: First mature leaf from central whort | Number of plants: 10-20","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Broccoli","","","","Tissue sampling procedure","Stage of growth: First bud formation stage | Part to sample: Young mature leaves | Number of plants: 10-20","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Brussels sprouts","","","","Tissue sampling procedure","Stage of growth: Mid growth | Part to sample: Young mature leaves | Number of plants: 10-20","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Watermelon, Muskmelon, Cucumber, Pumpkin, etc","","","","Tissue sampling procedure","Stage of growth: Early growth prior to fruit set | Part to sample: Mature leaves near the base portion of plant on main stem. | Number of plants: 20-30","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Beans (French bean, Cowpea, Lima bean, Hyacinth bean, etc.)","","","","Tissue sampling procedure","Stage of growth: Initial flowering | Part to sample: Two to three fully developed leaves at top of the plant | Number of plants: 20-30","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Pea","","","","Tissue sampling procedure","Stage of growth: Initial flowering | Part to sample: Leaves form third node down from top of the plant | Number of plants: 30-60","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Root crops (Carrot, Radish, Beet, Turnip)","","","","Tissue sampling procedure","Stage of growth: Initial flowering | Part to sample: Young from third node down from top of the plant | Number of plants: 20-30","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Bulb crops (Onion, Garlic etc.)","","","","Tissue sampling procedure","Stage of growth: Prior to bulbing | Part to sample: Young mature leaves from centre | Number of plants: 20-30","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Celery","","","","Tissue sampling procedure","Stage of growth: Midgrowth (30-35 cm tall) | Part to sample: Petiole of youngest fully elongated leaf | Number of plants: 10-20","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Lettuce (leaf type)","","","","Tissue sampling procedure","Stage of growth: Heading | Part to sample: Midrib of wrapper leaf | Number of plants: 30-40","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Lettuce (leaf type)","","","","Tissue sampling procedure","Stage of growth: Midgrowth | Part to sample: Youngest mature leaf | Number of plants: 30-40","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Leafy greens (Palak, Spinach, etc.)","","","","Tissue sampling procedure","Stage of growth: Midgrowth | Part to sample: Youngest mature leaf | Number of plants: 30-40","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Sweet potato","","","","Tissue sampling procedure","Stage of growth: Prior to root enlargement | Part to sample: Fourth to sixth leaf from the growing tip | Number of plants: 20-30","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Asparagus","","","","Tissue sampling procedure","Stage of growth: Midgrowth of the ferm | Part to sample: Top 10 cm of the new fern branch | Number of plants: 20-30","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Vegetables","Sweet com","","","","Tissue sampling procedure","Stage of growth: Tasseling | Part to sample: Entire leaf at the ear node | Number of plants: 20-30","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Fruits And Nuts","Apple, Apricot, Almond, Prune, Peach, Pear, Cherry","","","","Tissue sampling procedure","Stage of growth: Mid season | Part to sample: Leaf blade near base of current year's growth or from spurs | Number of plants: 50-100","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Fruits And Nuts","Strawberry","","","","Tissue sampling procedure","Stage of growth: Mid season | Part to sample: Youngest fully expanded mature leaves, without petioles | Number of plants: 50-75","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Fruits And Nuts","Pecan","","","","Tissue sampling procedure","Stage of growth: 6 to 8 weeks after bloom | Part to sample: Leaflets from terminal shoots, (taking the pairs from the middle of the leaf) | Number of plants: 30-45","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Fruits And Nuts","Walnut","","","","Tissue sampling procedure","Stage of growth: 6 to 8 weeks after bloom | Part to sample: Middle leaflet pairs from mature shoots | Number of plants: 30-35","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Fruits And Nuts","Grapes","","","","Tissue sampling procedure","Stage of growth: End of bloom period | Part to sample: Petioles from leaves adjacent to fruit clusters | Number of plants: 60-100","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Fruits And Nuts","Raspberry","","","","Tissue sampling procedure","Stage of growth: Mid season | Part to sample: Youngest mature leaves on laterals or ""primo"" canes (without leaf petioles) | Number of plants: 20-40","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Fruits And Nuts","Ornamental trees","","","","Tissue sampling procedure","Stage of growth: Current year's growth | Part to sample: Fully developed leaves (without petioles) | Number of plants: 30-100","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Fruits And Nuts","Ornamental Shrubs","","","","Tissue sampling procedure","Stage of growth: Current year's growth | Part to sample: Fully developed leaves | Number of plants: 30-100","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Fruits And Nuts","Turf","","","","Tissue sampling procedure","Stage of growth: During normal growing season | Part to sample: Leaf blades. Clip by hand to avoid contamination with soil or other material | Number of plants: ½ liter of material","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Fruits And Nuts","Roses","","","","Tissue sampling procedure","Stage of growth: During flower production | Part to sample: Upper leaves on the flowering stem, without petioles | Number of plants: 20-30","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Fruits And Nuts","Chrysanthemums","","","","Tissue sampling procedure","Stage of growth: Prior to or at flowering | Part to sample: Upper leaves on flowering stem | Number of plants: 20-30","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Fruits And Nuts","Carnations","","","","Tissue sampling procedure","Stage of growth: 1. Unpinched plants | Part to sample: 4th or 5th leaf pairs from base of plant | Number of plants: 20-30","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Fruits And Nuts","Carnations","","","","Tissue sampling procedure","Stage of growth: Pinched plants | Part to sample: 5th or 6th leaf pairs from top of primary laterals | Number of plants: 20-30","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Plant sampling procedures","","","Fruits And Nuts","Poinsettias","","","","Tissue sampling procedure","Stage of growth: Prior to or at flowering | Part to sample: Most recently mature, fully expanded leaf blades | Number of plants: 15-20","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_plantsampling.html"
"Diagnosis","Foliage","","","","","","","Chlorosis (general)","Low soil fertility Excessively high light intensity Excessively high temperatures","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Foliage","","","","","","","Chlorosis (younger leaves)","Inadequate supply of iron or manganese and possibly copper or zinc Plants excluded from light for extended period phytotoxicity from pesticides","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Foliage","","","","","","","Chlorosis (older leaves)","Low nitrogen or potassium supply High soil salinity Over watering Poorly aerated soil mix","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Foliage","","","","","","","Marginal chlorosis","Low magnesium and potassium supply (primarily lower leaves) High soil salinity Cold drifts (primarily lower leaves) Spider mite feeding injury (primarily lower leaves) Phytotoxicity from pesticides","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Foliage","","","","","","","Interveinal chlorosis","Deficiency of iron or manganese (upper leaves affected first) Spider mite feeding injury Sulfur dioxide air pollution injury Phytotoxicity from pesticides","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Foliage","","","","","","","Veinal chlorosis","Injury from certain herbicides","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Foliage","","","","","","","Round chlorotic spots","Fungal or bacterial spots Phytotoxicity from pesticide, fertilizer or pollutant","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Foliage","","","","","","","Irregular, chlorotic spots","Cold - water injury Fungal or bacterial leaf spots Virus or virus like infection Phytotoxicity from pesticides, fertilizers, or pollutants.","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Foliage","","","","","","","Striped, chlorotic pattern not associated specifically with veins or interveinal areas","Feeding injury from spider mites, plant hoppers, leafhoppers, or trips","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Foliage","","","","","","","Mosaic, chlorotic pattern","Cold - water injury of some plants Virus or virus like infection Phtotoxicity from pesticides","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Foliage","","","","","","","Sectors of leaves that appear water soaked or have a greasy color","Early stages of high - temperature injury often associated with high light intensity or high temperatures which plants are subjected to when improperly handled during shipment.","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Early stages of phytotoxicity from improper use of pesticides or fertilizers","","","","","","","Necrosis of leaf margin or tip","Nutrient deficiency: potassium (lower leaves first) Boron excess High soil salinity Fluoride phytotoxicity of susceptible plants High temperature injury Low temperature injury Desiccation injury Low relative humidity, particularly indoors Spider mite feeding injury Foliar bacterial diseases Phytotoxicity from pesticides or fertilizers.","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Early stages of phytotoxicity from improper use of pesticides or fertilizers","","","","","","","Necrotic spots or sectors within the lamina","Cold - water injury Leaf miner feeding injury Leaf spot diseases fungal and bacterial Foliar nematode feeding injury Phytotoxicity from pesticides or fertilizers.","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Early stages of phytotoxicity from improper use of pesticides or fertilizers","","","","","","","Combination of marginal and internal necrotic areas","Sun scorch Cold injury from low air temperatures or very cold water Foliar diseases and injury from several foliar feeding pests Air pollution injury Phytotoxicity from pesticides or fertilizers","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Early stages of phytotoxicity from improper use of pesticides or fertilizers","","","","","","","Leaves abnormally large","Plants received a high level of nutrition Plants grown under moderate to low light intensity Stock plants not harvested frequently enough Old specimens with large root system","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Early stages of phytotoxicity from improper use of pesticides or fertilizers","","","","","","","Leaves abnormally small","Plants grown under low nutritional program Lack of copper, which occurs first in new leaves and may be associated with some chlorosis High soil Salinity Plants grown under excessively high light intensity Low light and low humidity.","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Container-grown plants that become root-bound Root mealy bugs or nematodes Root diseases Phytotoxicity from certain pesticides Tarsonemid mite injury","","","","","","","Petiole (leaf stem too long","Low light intensity","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Container-grown plants that become root-bound Root mealy bugs or nematodes Root diseases Phytotoxicity from certain pesticides Tarsonemid mite injury","","","","","","","Petiole very short","High Light intensity","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Container-grown plants that become root-bound Root mealy bugs or nematodes Root diseases Phytotoxicity from certain pesticides Tarsonemid mite injury","","","","","","","Lamina (leaf blade long and narrow","Low light intensity","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Container-grown plants that become root-bound Root mealy bugs or nematodes Root diseases Phytotoxicity from certain pesticides Tarsonemid mite injury","","","","","","","Lamina short","High light intensity","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Container-grown plants that become root-bound Root mealy bugs or nematodes Root diseases Phytotoxicity from certain pesticides Tarsonemid mite injury","","","","","","","lamina very thin","High nitrogen nutrition Low light intensity","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Container-grown plants that become root-bound Root mealy bugs or nematodes Root diseases Phytotoxicity from certain pesticides Tarsonemid mite injury","","","","","","","Lamina extremely thick","Virus or virus like disease Phytotoxicity form pesticide s High light intensity Tarsonemid mites","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Container-grown plants that become root-bound Root mealy bugs or nematodes Root diseases Phytotoxicity from certain pesticides Tarsonemid mite injury","","","","","","","Splitting of lamina along margins","Mechanical injury to developing or fully expanded leaves Fluctuating moisture supply","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Container-grown plants that become root-bound Root mealy bugs or nematodes Root diseases Phytotoxicity from certain pesticides Tarsonemid mite injury","","","","","","","Abnormally tight rosette pattern of new foliage","Injury from board mites, cyclamen mites, etc.","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
"Diagnosis","Container-grown plants that become root-bound Root mealy bugs or nematodes Root diseases Phytotoxicity from certain pesticides Tarsonemid mite injury","","","","","","","Loss of sinuses or holes in new foliage of split - leaf plants","Reduced light intensity, especially once the plants are placed indoors","https://agritech.tnau.ac.in/agriculture/agri_min_nutri_diagnosis.html"
